JSON_Name1,alcohol,chlorides,citricacid,density,fixedacidity,freesulfurdioxide,id,ph,quality,residualsugar,sulphates,totalsulfurdioxide,volatileacidity,winetype
744,10.3,0.086,0.03,0.9969,7.6,14,745,3.37,5,1.9,0.46,57,0.645,red
1601,10.9,0.042,0.36,0.99473,6.7,42,1602,3.34,6,8.4,0.52,123,0.24,white
543,12.9,0.058,0.17,0.9932,4.7,17,544,3.85,6,2.3,0.6,106,0.6,red
248,9.9,0.08,0.26,0.99584,7.3,17,249,3.28,5,2,0.52,104,0.59,red
3471,8.9,0.055,0.14,0.9941,7.1,24,3472,3.15,5,1.2,0.43,84,0.365,white
121,11.1,0.048,0.35,0.99146,7,67,122,3.05,6,2.5,0.56,161,0.36,white
162,9.1,0.057,0.53,0.99642,6.4,36,163,3.17,5,8.8,0.44,221,0.31,white
891,11,0.059,0.43,0.9966,10,15,892,3.15,5,2.3,0.57,31,0.73,red
3644,10.2,0.036,0.33,0.9966,8.8,46,3645,3.08,5,9.7,0.4,172,0.34,white
3830,11.9,0.028,0.32,0.99076,6.5,36,3831,3.27,7,2.2,0.59,92,0.22,white
4357,12.2,0.041,0.49,0.9926,7.1,28,4358,3.41,8,6.5,0.58,111,0.28,white
5604,9.1,0.062,0.31,1.0002,7.4,42,5605,3.27,5,17.95,0.64,187,0.35,white
3728,8.8,0.045,0.31,0.9963,7.4,52,3729,3.09,5,8.4,0.32,183,0.24,white
4809,9.2,0.044,0.29,0.99536,6,33,4810,3.12,6,9.7,0.36,98,0.17,white
5149,9.6,0.05,0.26,0.99514,6.4,53,5150,3.14,5,7.9,0.5,180,0.32,white
2117,9.9,0.053,0.41,0.9976,7.2,15,2118,3.29,6,8.6,0.64,89,0.31,white
209,11.3,0.053,0.09,0.99402,6.2,24,210,3.54,5,1.7,0.6,32,0.56,red
1356,9.6,0.094,0.54,0.9984,9.7,28,1357,3.28,5,2.5,0.82,83,0.32,red
2021,9.4,0.036,0.3,0.9928,5.9,38,2022,3.58,5,1,0.48,114,0.26,white
4234,11.4,0.04,0.41,0.9907,7.6,38,4235,2.92,5,1.1,0.42,143,0.19,white
3085,10.3,0.031,0.33,0.99239,8.6,38,3086,2.83,5,1.2,0.31,95,0.22,white
5846,9.5,0.044,0.48,0.99655,6.2,78,5847,3.25,6,10,0.47,240,0.25,white
5315,10.9,0.053,0.67,0.9959,7.3,10,5316,3.19,5,8.3,0.5,100,0.35,white
4113,11,0.044,0.32,0.99185,6.5,34,4114,3.37,7,2,0.68,90,0.3,white
1024,9.2,0.045,0.42,0.9991,7.7,45,1025,3.18,5,14.3,0.63,213,0.3,white
496,11.2,0.044,0.32,0.99644,7.1,31,497,3.17,5,16.2,0.37,170,0.26,white
4589,9,0.051,0.28,0.99792,7,29,4590,2.96,7,14.7,0.39,149,0.15,white
371,11.2,0.032,0.37,0.99185,6,63,372,3.32,5,1.2,0.44,148,0.14,white
24,10.4,0.032,0.46,0.9909,5.6,33,25,3.36,6,1.1,0.5,115,0.19,white
2042,11.2,0.048,0.41,0.99168,8,35,2043,3.09,5,1.1,0.47,150,0.23,white
5769,10.2,0.044,0.49,0.99514,9.2,18,5770,3.1,4,2,0.53,107,0.16,white
5391,11.2,0.058,0.4,0.99536,8.2,6,5392,3.31,7,2.2,0.68,10,0.31,red
4177,10.7,0.029,0.23,0.99272,7.8,39,4178,3.37,7,1.7,0.41,128,0.17,white
3532,12.2,0.035,0.28,0.9918,7.7,36,3533,3.19,7,4.9,0.58,109,0.39,white
449,12.2,0.031,0.31,0.99235,7,38,450,3.38,7,6.4,0.58,115,0.32,white
6111,9.2,0.034,0.24,0.9933,6.6,17,6112,3.13,5,1.2,0.36,121,0.3,white
2764,10,0.034,0.32,0.99512,6.7,17,2765,3.29,6,7.9,0.31,81,0.15,white
105,9,0.052,0.57,1.0007,8.7,34,106,2.98,5,17.8,0.82,243,0.49,white
1834,9.6,0.094,0.19,0.99713,7.4,19,1835,3.16,6,5.2,0.52,98,0.785,red
738,9.4,0.053,0.53,0.9963,6.8,37,739,3.07,5,10.1,0.4,151,0.35,white
5921,10.1,0.05,0.34,0.99724,8.1,30,5922,3.17,6,10.1,0.49,121,0.25,white
3129,9.5,0.056,0.35,0.99527,6.4,45,3130,3.16,5,7.7,0.5,191,0.26,white
3440,11.4,0.043,0.37,0.99128,7.8,10,3441,3.08,5,1,0.38,80,0.25,white
5705,9,0.039,0.35,0.9994,6.8,38,5706,3.24,6,17.5,0.42,153,0.22,white
2121,9.5,0.061,0.31,0.99388,6.7,30.5,2122,3.16,5,1.35,0.53,218,0.25,white
4737,12.1,0.044,0.49,0.99,6.8,35,4738,3.13,7,1.2,0.48,126,0.27,white
3968,9,0.076,0.08,0.9978,7,8,3969,3.48,5,1.8,0.53,24,0.62,red
2902,12,0.024,0.29,0.99518,7.1,22,2903,3.12,8,14.8,0.48,142,0.47,white
2381,10.2,0.038,0.32,0.99573,6.4,69,2382,3.14,6,11.3,0.5,192,0.25,white
3410,10.8,0.047,0.3,0.995,8.2,17,3411,3.22,4,2.1,0.71,138,0.68,white
411,11,0.031,0.3,0.99115,5.8,21,412,3.44,6,1.5,0.55,57,0.2,white
4549,12.8,0.035,0.23,0.99016,5.9,20,4550,3.46,6,5,0.48,128,0.65,white
2268,10,0.045,0.44,0.9986,7.6,68,2269,3.48,6,14.5,0.36,212,0.445,white
1050,10.2,0.038,0.32,0.99375,7,27,1051,3.2,6,1.7,0.62,128,0.28,white
2953,11.4,0.041,0.42,0.9925,8.6,35,2954,3.11,7,1.5,0.49,125,0.2,white
5006,8.7,0.056,0.55,1.0017,7.4,53,5007,2.96,6,16.6,0.58,238,0.32,white
2210,9.5,0.112,0.1,0.9963,7.7,11,2211,3.26,5,2.1,0.5,22,0.965,red
664,9.4,0.061,0.36,0.9976,6.6,42,665,3.31,5,9.2,0.56,214,0.38,white
5279,12.2,0.039,0.35,0.9918,7,24,5280,3.17,6,1.5,0.64,125,0.32,white
1117,9.2,0.097,0.2,0.99733,8.5,23,1118,3.13,5,2.1,0.48,113,0.66,red
2442,9.6,0.047,0.23,0.9945,6.7,36,2443,3.34,6,6.2,0.43,117,0.19,white
5489,9.9,0.044,0.26,0.99611,6.3,24,5490,3.11,5,12.3,0.58,205,0.32,white
391,9.5,0.049,0.34,0.994,6.3,14,392,3.3,6,1.6,0.49,132,0.3,white
5425,9.8,0.048,0.5,0.9928,6,59,5426,3.08,5,2.2,0.61,153,0.26,white
122,10.5,0.086,0.14,0.99824,8.9,9,123,3.34,5,2.5,0.64,30,0.75,red
2289,9.4,0.068,0.04,0.9955,6.6,6,2290,3.39,6,2.1,0.64,14,0.5,red
2635,10.3,0.042,0.19,0.99684,5.9,37,2636,3.16,5,14.5,0.43,115,0.32,white
5793,12,0.034,0.58,0.98984,5.6,29,5794,3.51,7,1.25,0.6,129,0.18,white
4114,11,0.031,0.18,0.9908,5.8,40,4115,3.42,7,1.2,0.4,114,0.26,white
5539,12.5,0.054,0.01,0.9934,5.3,5,5540,3.57,7,1.7,0.84,27,0.57,red
3002,13,0.032,0.28,0.9889,6.8,38,3003,3.19,6,1.2,0.41,131,0.33,white
5395,10.9,0.116,0.36,0.99722,9.6,26,5396,3.18,5,2.8,0.68,55,0.5,red
3802,9,0.057,0.3,0.9949,6.6,30,3803,3.24,5,5.1,0.38,123,0.58,white
929,9.2,0.065,0,0.9972,6.5,9,930,3.46,5,1.9,0.65,18,0.615,red
173,9.5,0.039,0.33,0.9969,7.9,73,174,2.93,6,10.3,0.49,212,0.26,white
1063,11.3,0.046,0.24,0.99234,5.9,27,1064,3.63,5,2.4,0.73,132,0.26,white
1653,9.3,0.086,0.41,0.9998,8.9,30,1654,3.27,5,7.9,0.57,109,0.595,red
2270,11.5,0.056,0.14,0.99396,6.2,15,2271,3.48,6,1.9,0.57,34,0.51,red
2225,11,0.031,0.2,0.9919,6,49,2226,3.41,6,1.8,0.53,159,0.33,white
4103,9,0.097,0,0.99675,7.2,14,4104,3.37,6,1.9,0.58,38,0.63,red
1006,12.1,0.066,0.38,0.99577,10.7,29,1007,3.15,7,2.6,0.79,56,0.52,red
2627,11.2,0.026,0.29,0.99183,6.6,35,2628,3.37,6,1.8,0.48,128,0.21,white
927,9.4,0.03,0.27,0.9954,5,34,928,3.07,6,11.75,0.5,118,0.235,white
3601,9.8,0.032,0.33,0.99626,6.6,8,3602,3.19,6,10.1,0.51,81,0.24,white
2236,8.8,0.079,0.32,0.99662,6.7,37,2237,3.02,5,10.3,0.45,122,0.24,white
4619,9.5,0.08,0.34,0.9987,9,26,4620,3.38,6,2.5,0.62,86,0.43,red
6205,10.5,0.047,0.37,0.9938,6.8,46,6206,3.08,4,5.1,0.65,201,0.44,white
3714,12.6,0.014,0.27,0.98914,5.8,45,3715,3.4,7,1.7,0.56,104,0.3,white
912,10.4,0.057,0.3,0.99554,7.3,34,913,3.15,6,9.4,0.44,178,0.34,white
2423,9.3,0.037,0.46,0.99601,6.8,49,2424,3.17,5,8.3,0.47,173,0.26,white
269,11.6,0.028,0.37,0.9913,6.7,24,270,3.29,7,1.6,0.59,102,0.22,white
6101,12.9,0.03,0.27,0.98892,5.6,31,6102,3.35,6,1.7,0.37,103,0.18,white
5229,12.5,0.037,0.34,0.9888,6.6,42,5230,3.03,6,0.8,0.37,119,0.28,white
6157,10.5,0.087,0.47,0.99772,9.4,6,6158,3.15,5,2.5,0.5,20,0.4,red
4087,11.2,0.023,0.29,0.99068,5.6,19,4088,3.25,6,3.1,0.51,89,0.23,white
4208,8.6,0.052,0.57,1.0001,8.3,35,4209,2.93,5,15,0.64,256,0.36,white
5533,10.2,0.047,0.29,0.9933,8.2,47,5534,3.13,6,1.8,0.5,187,0.23,white
1344,10.5,0.041,0.32,0.99173,6.7,26,1345,2.9,7,3.7,0.57,76,0.19,white
4481,10.1,0.045,0.19,0.99364,6.5,98,4482,3.16,6,6.6,0.34,175,0.27,white
4881,9.8,0.05,0.25,0.9984,7.6,45,4882,3.34,6,13.9,0.5,199,0.27,white
1397,9.5,0.042,0.29,0.9956,6.2,26,1398,3.77,5,1.3,0.64,138,0.33,white
2874,9.4,0.058,0.49,0.99656,6.2,68,2875,3.19,6,11.2,0.6,215,0.3,white
2580,10.7,0.04,0.38,0.994,6.8,27,2581,3.37,6,4.7,0.58,103,0.2,white
6151,9.8,0.039,0.29,0.99564,7,41,6152,3.19,8,10.3,0.38,98,0.12,white
2196,9.9,0.038,0.74,0.9945,6.7,35,2197,3.21,5,5,0.46,157,0.3,white
5484,11.5,0.022,0.43,0.9928,7.4,22,5485,3.13,6,6,0.55,125,0.26,white
6240,10,0.022,0.32,0.99218,7.2,48,6241,3.04,6,1.1,0.67,116,0.14,white
1637,10.4,0.085,0.02,0.99589,7.6,17,1638,3.37,6,1.7,0.51,31,0.54,red
1419,10.8,0.093,0.66,0.9996,12,12,1420,3.18,7,3,0.63,30,0.39,red
2880,11,0.048,0.32,0.99281,6.1,47,2881,3.22,6,6.2,0.6,161,0.27,white
1725,11.4,0.022,0.3,0.99099,6.3,38,1726,3.42,7,1.4,0.57,100,0.15,white
4896,10.8,0.031,0.25,0.99645,8.6,13,4897,3.11,5,11.3,0.4,96,0.23,white
1294,10.1,0.041,0.34,0.995,6.1,38,1295,3.14,3,9.5,0.44,201,0.2,white
43,10.6,0.036,0.3,0.99368,6,47,44,3.18,5,8.7,0.39,127,0.21,white
3037,9.7,0.054,0.23,0.99836,7.6,20,3038,3.16,4,12.7,0.5,139,0.31,white
2688,9.7,0.082,0.02,0.99744,7.1,24,2689,3.55,6,2.3,0.53,94,0.59,red
5969,8.5,0.06,0.49,1.00196,7.6,30,5970,3.01,5,20.15,0.44,145,0.28,white
2051,10.9,0.058,0.24,0.99567,7.5,25,2052,3.15,5,9.9,0.46,115,0.29,white
3534,9.4,0.048,0.24,0.9957,7,31,3535,3.23,6,6.2,0.62,228,0.32,white
4606,10.6,0.031,0.28,1.00295,6.8,27,4607,3.06,6,26.05,0.42,122,0.45,white
3208,10,0.102,0,0.99586,7.2,7,3209,3.43,5,3,0.46,16,1,red
1388,9.8,0.048,0.16,0.99428,7.2,14,1389,3.09,5,5.9,0.49,125,0.47,white
1228,10.5,0.059,0.49,0.9976,10.2,5,1229,3.05,7,2.6,0.74,13,0.29,red
2816,9.1,0.047,0.4,0.99945,7.1,47,2817,3.34,6,14.55,0.78,156,0.17,white
1268,12.1,0.04,0.29,0.98999,5.7,27,1269,3.17,6,3.5,0.36,146,0.22,white
6278,9.7,0.046,0.29,0.9983,8,26,6279,3.25,6,13.2,0.37,113,0.29,white
3653,9.4,0.053,0.53,0.9963,6.8,37,3654,3.07,5,10.1,0.4,151,0.35,white
5537,9.2,0.138,0.73,0.9936,7,58,5538,3.08,5,1,0.3,150,0.16,white
2911,10.5,0.047,0.32,0.9933,7.2,27,2912,3.26,5,1.5,0.44,132,0.25,white
3518,11,0.033,0.3,0.99109,8.3,20,3519,3.02,6,1.1,0.51,57,0.18,white
1558,9.7,0.071,0.21,0.9964,7.6,7,1559,3.28,5,2.2,0.55,28,0.55,red
5735,10.9,0.031,0.29,0.99194,7.5,24,5736,3,6,2.6,0.54,98,0.23,white
2085,9.5,0.039,0.51,0.9982,7.5,62,2086,3.06,5,14.8,0.6,204,0.31,white
1735,9.3,0.043,0.64,0.99873,8.2,22,1736,2.99,5,13.9,0.8,171,0.37,white
5403,9.1,0.07,0.21,0.9971,7.2,33,5404,3,6,9.5,0.55,172,0.685,white
6266,9.8,0.036,0.14,0.9944,5.9,34,6267,3.17,5,6.3,0.63,185,0.37,white
4660,10,0.044,0.29,0.9956,6.2,56,4661,3.36,6,7.3,0.55,244,0.35,white
1281,11.2,0.036,0.32,0.99196,7.4,27,1282,3.15,6,1.9,0.49,119,0.36,white
2054,9.4,0.07,0.24,0.996,7.2,5,2055,3.33,5,2.2,0.48,36,0.49,red
3206,10.5,0.055,0.4,0.99532,6.8,41,3207,2.98,6,9.85,0.56,103,0.19,white
442,11.7,0.034,0.36,0.9906,8.2,17,443,3.04,8,1,0.32,93,0.37,white
5798,8.7,0.05,0.65,0.9976,7.2,76,5799,3.16,5,10.4,0.42,192,0.46,white
5086,13.4,0.02,0.36,0.99146,6.7,20,5087,3.19,7,8.55,0.22,86,0.21,white
228,9.5,0.081,0.2,0.998,9.2,15,229,3.23,5,3,0.59,115,0.58,red
5485,8.8,0.05,0.25,1.0001,6.5,44,5486,3.3,5,17.1,0.37,138,0.22,white
5379,9.4,0.464,0.7,0.9974,7.8,22,5380,3.13,5,1.9,1.28,67,0.43,red
4072,10.5,0.048,0.3,0.9933,7.2,27,4073,3.25,5,1.6,0.45,131,0.24,white
6434,9.5,0.049,0.47,0.9927,6.1,50,6435,3.19,5,1.4,0.45,187,0.3,white
5830,9.8,0.078,0.31,0.998,8.5,32,5831,3.33,5,2.25,0.54,58,0.46,red
5922,11.5,0.066,0.44,0.99494,7.2,22,5923,3.3,6,2.6,0.84,48,0.39,red
1062,13.4,0.038,0.2,0.98968,7.1,28,1063,3.23,6,2.8,0.47,109,0.42,white
3402,10.6,0.03,0.34,0.99706,9,34,3403,3.13,5,12.1,0.47,177,0.29,white
5947,10,0.065,0.3,0.99672,7,16,5948,3.61,6,1.8,0.82,20,0.22,red
643,9.5,0.09,0.1,0.99855,8.1,4,644,3.36,5,3.3,0.49,13,0.78,red
3177,11,0.035,0.3,0.9927,6.3,8,3178,3.27,7,5.7,0.41,97,0.35,white
314,10.8,0.028,0.3,0.9954,5.6,28,315,3.49,7,10.2,0.42,131,0.18,white
3719,12.5,0.043,0.29,0.9902,6.9,33,3720,3.16,6,4.2,0.31,114,0.26,white
784,10.9,0.037,0.37,0.992,7.3,48,785,3.32,6,1.2,0.49,119,0.2,white
1347,10.9,0.093,0.56,0.99925,12,6,1348,3.14,6,2.1,0.71,24,0.38,red
6110,10.9,0.112,0.31,0.99699,9.2,11,6111,3.24,5,2.3,0.56,38,0.54,red
113,10,0.039,0.23,0.99243,5.5,10,114,3.28,5,2.9,0.5,108,0.17,white
1979,10.1,0.036,0.21,0.99396,8.1,24,1980,3.18,6,1.6,0.52,119,0.17,white
3753,11,0.037,0.38,0.9918,7.2,21,3754,3.21,5,1,0.37,74,0.2,white
5437,10,0.076,0.04,0.9964,7.8,17,5438,3.33,6,1.7,0.56,31,0.53,red
5658,10.9,0.033,0.3,0.99225,5.9,28,5659,3.39,7,2,0.69,92,0.24,white
1707,11.5,0.069,0.42,0.9982,10.3,21,1708,3.16,6,2,0.72,51,0.5,red
5924,10,0.057,0.23,0.99568,6.9,54,5925,3.23,5,9.5,0.42,166,0.37,white
5165,9.4,0.048,0.56,0.9993,8.4,55,5166,3.07,6,13.8,0.58,190,0.35,white
6361,10.1,0.088,0.32,0.9979,9.7,22,6362,3.29,5,2.5,0.62,91,0.69,red
1372,9.2,0.073,0.13,0.994,7.1,21,1373,2.97,6,1.7,0.58,165,0.55,white
6345,9.6,0.045,0.32,0.99636,6.5,41,6346,3.18,6,9.9,0.52,128,0.25,white
3966,9.6,0.054,0.44,0.9952,6.7,29,3967,3.04,5,6.7,0.44,160,0.31,white
282,11.3,0.033,0.49,0.9955,7.8,37,283,3.14,6,13,0.35,158,0.43,white
3702,9.7,0.084,0,0.99672,7.5,6,3703,3.34,4,1.9,0.49,12,0.755,red
3998,9.6,0.05,0.32,0.9973,6.9,53,3999,3.2,5,13.2,0.5,236,0.54,white
2241,11,0.025,0.3,0.99104,6.7,17,2242,3.11,6,1.4,0.44,76,0.2,white
5792,13.4,0.16,0.46,0.9884,6.1,34,5793,3.19,6,1.8,0.33,74,0.22,white
945,11,0.04,0.34,0.9976,7,12,946,3.07,6,19.8,0.38,67,0.45,white
610,10.9,0.039,0.28,0.99469,6.7,29,611,3.11,7,10.2,0.45,115,0.18,white
552,9,0.062,0.3,0.99808,6.8,19,553,3,7,12.8,0.52,171,0.18,white
1130,11.2,0.031,0.49,0.9937,7.3,48,1131,3.01,6,9.9,0.28,161,0.22,white
4458,9.6,0.056,0.29,0.9998,6.8,48,4459,3.45,5,16.95,0.4,179,0.26,white
4040,11.5,0.083,0.39,0.9989,9.8,21,4041,3.37,7,3.2,0.71,59,0.66,red
3275,12.8,0.04,0.34,0.99155,7.5,34,3276,3.14,8,4.3,0.45,108,0.42,white
2971,10.6,0.062,0.28,0.99506,6.9,22,2972,3.16,5,8.3,0.72,166,0.38,white
615,10.7,0.046,0.31,0.9926,6.7,30,616,3.33,8,2.1,0.64,96,0.23,white
9,9.4,0.081,0.22,0.99705,6.9,76,10,3.4,5,5.95,0.57,303,0.4,white
2160,12.9,0.055,0,0.99162,6.4,7,2161,3.47,6,1.65,0.53,12,0.69,red
134,12.6,0.029,0.28,0.9906,7.6,7,135,3,6,4.2,0.41,112,0.38,white
146,8.8,0.048,0.48,1.001,7.5,55,147,2.95,5,19.45,0.4,243,0.33,white
2639,9.8,0.054,0.37,0.99795,8,23,2640,3.32,4,9.6,0.47,159,0.23,white
4976,12.9,0.035,0.31,0.98914,6.2,40,4977,3.26,7,1.6,0.39,106,0.3,white
3188,11.3,0.083,0.52,0.9976,9.2,14,3189,3.35,6,2.3,0.61,23,0.43,red
1246,9.4,0.048,0.41,0.99537,6.6,55,1247,3.2,5,7.2,0.46,178,0.32,white
117,10.9,0.084,0,0.99619,7.9,9,118,3.33,6,2,0.68,22,0.765,red
6454,10.2,0.053,0.32,0.9972,8.2,53,6455,3.17,6,10.65,0.48,145,0.21,white
963,9.5,0.089,0.1,0.99803,8.3,17,964,3.29,5,2.9,0.55,40,0.65,red
6154,11.2,0.053,0.32,0.9906,7,38,6155,3.13,6,1.2,0.28,138,0.33,white
4143,11.6,0.03,0.22,0.993,6.9,10,4144,3,4,4.3,0.87,102,0.39,white
3997,12.3,0.035,0.43,0.9916,8.2,31,3998,3.1,6,1.6,0.5,128,0.27,white
4361,9.1,0.043,0.31,0.9988,6.8,28,4362,3.17,5,14.35,0.54,162,0.39,white
5481,11.2,0.043,0.32,0.99266,5.6,32,5482,3.24,6,8.3,0.47,105,0.32,white
4444,11.2,0.081,0.44,0.99501,8,28,4445,3.36,5,1.8,0.66,68,0.28,red
1699,9.9,0.08,0.26,0.99622,7.8,31,1700,3.21,5,2,0.52,131,0.6,red
731,9.7,0.034,0.28,0.99485,6.2,40,732,3.14,5,7.5,0.6,197,0.34,white
593,10.5,0.045,0.32,0.9914,7,40,594,2.98,6,1.6,0.44,120,0.22,white
4580,9.8,0.042,0.32,0.9935,6.1,23,4581,3.27,5,2.5,0.6,218.5,0.28,white
2704,10.5,0.043,0.49,0.9953,8.6,9,2705,3.13,6,7.3,0.59,63,0.16,white
1392,11.1,0.047,0.29,0.9916,6,67,1393,3.54,7,1.1,0.59,152,0.19,white
467,10.3,0.045,0.25,0.99329,7.3,32,468,3.18,5,2.5,0.54,122,0.3,white
3726,10.9,0.04,0.37,0.9905,6.3,37,3727,3,6,1.1,0.39,114,0.255,white
1965,9.4,0.05,0.32,0.9936,6.2,17,1966,3.18,6,2.8,0.55,126,0.2,white
6490,11,0.076,0.13,0.99574,6.3,29,6491,3.42,6,2.3,0.75,40,0.51,red
3764,9.2,0.066,0.23,0.9958,6.4,5,3765,3.34,5,1.6,0.56,12,0.4,red
4422,9.9,0.08,0.26,0.99622,7.8,31,4423,3.21,5,2,0.52,131,0.6,red
3239,9.2,0.041,0.28,0.99652,7.6,29,3240,3.2,6,7.1,0.42,110,0.18,white
3295,10.2,0.051,0.29,0.9939,7.7,25,3296,3.16,5,4.3,0.39,142,0.28,white
25,11.4,0.033,0.4,0.9914,6.3,59,26,3.44,5,1.6,0.53,148,0.16,white
1413,9.5,0.062,0.27,0.9966,6.1,33,1414,3.31,6,9.8,0.47,152,0.24,white
330,11.3,0.051,0.44,0.99058,6.4,39,331,3.11,7,1.2,0.75,122,0.16,white
1966,9.3,0.049,0.58,1.0006,8.3,62,1967,3.01,6,17.1,0.51,213,0.21,white
5492,11.4,0.025,0.37,0.99022,6.7,42,5493,3.11,5,1.65,0.45,103,0.2,white
4013,9.7,0.078,0.06,0.99746,7.2,17,4014,3.51,5,2.5,0.53,84,0.62,red
2897,10.7,0.044,0.28,0.992,5.8,52,2898,3.35,7,4.2,0.44,158,0.28,white
1633,10.2,0.036,0.4,0.9944,6.9,15,1634,3.17,5,8.2,0.33,95,0.28,white
926,9.3,0.048,0.31,0.9951,6.4,42,927,3.19,6,5.5,0.66,173,0.33,white
3934,11.4,0.031,0.42,0.9917,8.2,30,3935,3.09,5,1.8,0.39,93,0.28,white
5677,9.9,0.038,0.3,0.9937,6.4,8,5678,3.2,6,2.25,0.62,210,0.3,white
2948,10.4,0.045,0.42,0.992,7.4,49,2949,3,6,1.7,0.6,154,0.15,white
6152,9.1,0.047,0.53,0.9984,7.3,60.5,6153,3.06,6,12.7,0.45,164.5,0.26,white
4577,11.5,0.032,0.31,0.99189,8.5,11,4578,3.06,6,2.8,0.44,61,0.25,white
5638,12.5,0.027,0.22,0.9893,5.1,18,5639,3.51,7,1.6,0.38,89,0.33,white
3575,10.2,0.087,0.24,0.9988,9.6,5,3576,3.14,5,2.2,0.6,28,0.68,red
1867,9,0.058,0.14,0.9951,6.4,15,1868,3.38,4,5.2,0.36,97,0.595,white
987,9.5,0.079,0.31,0.99716,7.6,26,988,3.46,6,1.7,0.62,65,0.36,red
2845,11.1,0.047,0.33,0.9914,6.8,20,2846,3.1,6,1.9,0.46,101,0.23,white
4810,9.1,0.051,0.27,0.9936,7.8,20,4811,3.06,5,1.2,0.46,89,0.21,white
4418,12.6,0.034,0.22,0.9898,6.1,32,4419,3.36,6,1.8,0.44,116,0.28,white
4012,9.4,0.084,0.11,0.9968,8.5,9,4013,3.17,5,2.3,0.53,67,0.49,red
6121,11.7,0.012,0.28,0.99064,6.7,36,6122,3.26,7,2.4,0.39,100,0.28,red
3135,12.2,0.027,0.49,0.99,7.1,26,3136,3.3,7,1.5,0.33,126,0.34,white
1698,10.4,0.034,0.52,0.99223,6.5,41,1699,3.25,6,1.7,0.59,193,0.29,white
2560,9.6,0.052,0.22,0.99696,6.9,36,2561,3.08,5,10,0.46,131,0.28,white
482,10.4,0.047,0.32,0.99498,6.8,17,483,3.42,6,7.2,0.44,109,0.18,white
2861,12.4,0.024,0.28,0.98984,8.9,29,2862,3.01,6,0.8,0.35,128,0.27,white
1931,12.3,0.092,0.27,0.99471,5.4,23,1932,3.78,7,2,0.64,55,0.42,red
1987,9,0.044,0.74,0.9996,7.1,44,1988,3.38,6,15.6,0.67,176,0.18,white
1369,10.1,0.045,0.3,0.99249,8.6,16,1370,2.95,5,0.9,0.39,109,0.31,white
528,9.1,0.054,0.45,0.99869,6.7,30,529,3.14,5,14.3,0.57,181,0.29,white
4562,12.5,0.036,0.3,0.99028,6.5,34,4563,3.25,7,3.8,0.63,88,0.33,white
2890,8.8,0.054,0.26,0.9961,6.6,56,2891,3.17,5,7.7,0.45,209,0.32,white
1410,10,0.036,0.4,0.9932,7.6,24,1411,3.14,5,1.3,0.76,112,0.15,white
1809,9,0.05,0.28,0.99971,7.2,33,1810,2.94,7,17.55,0.43,154,0.17,white
4703,12.4,0.093,0.48,0.99408,8.3,6,4704,3.26,7,2.1,0.62,12,0.28,red
702,12,0.033,0.23,0.9887,5.8,39,703,2.96,5,1.5,0.35,121,0.32,white
158,11.4,0.052,0.49,0.991,6.8,26,159,3.25,6,0.9,0.35,128,0.22,white
1109,9.2,0.075,0,0.998,7.3,3,1110,3.49,5,2.5,0.52,13,0.695,red
5201,9.1,0.049,0.54,0.9984,7.3,62,5202,3.06,6,12.9,0.45,162.5,0.28,white
2891,12.2,0.031,0.31,0.99235,7,38,2892,3.38,7,6.4,0.58,115,0.32,white
1933,13.1,0.039,0.28,0.98964,5.9,34,1934,3.22,7,4.7,0.57,94,0.32,white
3304,11.1,0.036,0.31,0.99085,6,14,3305,3.34,8,1.4,0.58,75,0.18,white
4431,9,0.06,0.28,0.9949,6.7,21,4432,3.27,5,5.4,0.37,105,0.54,white
6285,9.1,0.053,0.3,0.9986,7.4,48.5,6286,3.14,7,12.8,0.49,229,0.19,white
3065,10.8,0.094,0.38,0.9979,8.3,24,3066,3.31,6,2.5,0.7,60,0.42,red
498,13.2,0.034,0.24,0.98882,6.9,49,499,2.98,7,2.1,0.43,121,0.28,white
3420,10.7,0.054,0.35,0.99178,7.3,31,3421,3.18,5,1.6,0.47,148,0.28,white
2099,12,0.02,0.34,0.99212,6.8,38,2100,3.18,7,7.4,0.44,133,0.39,white
2443,12.1,0.03,0.36,0.98976,5.4,74,2444,3.24,7,1.5,0.99,121,0.23,white
2602,10.8,0.037,0.29,0.99214,5.9,69,2603,3.13,7,4.2,0.74,144,0.22,white
4894,9.7,0.042,0.22,0.9954,7.4,26,4895,2.86,6,10.7,0.36,81,0.24,white
5217,9.5,0.057,0,0.99448,6,15,5218,3.36,5,1.4,0.45,26,0.5,red
1575,9.8,0.05,0.27,0.99592,5.7,58,1576,3.1,6,10.8,0.5,116,0.25,white
304,10.9,0.062,0.34,0.9974,8.2,8,305,3.22,6,5.1,0.94,22,0.24,red
6322,12.3,0.028,0.32,0.9912,6,29,6323,3.4,7,3.5,0.71,113,0.26,white
1216,10.4,0.042,0.39,0.9924,9.2,15,1217,2.96,4,0.9,0.28,61,0.35,white
1832,10.7,0.036,0.34,0.99397,7.1,49,1833,3.21,6,7.8,0.4,128,0.29,white
5221,11.4,0.045,0.33,0.9931,7.4,31,5222,3.42,5,2,0.55,101,0.22,white
4073,10.3,0.092,0.12,0.9967,7.5,29,4074,3.37,6,3,0.7,53,0.4,red
549,9.8,0.036,0.17,0.99373,6,37,550,3.05,6,5.6,0.57,127,0.14,white
